building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 14.014658412647757, 6.367536721563129, 30.95367256157101, 55.50612997721601
10009, 11.004371665238494, 5.810407580964663, 16.678811940898584, 74.95351291587095
10014, 14.744523255180718, 7.037531284564431, 38.26367541377415, 52.80837116508215
10019, 14.736862747850452, 7.029561787005603, 38.151188695944086, 52.92418184962513
10029, 10.619469291253132, 6.314752765986499, 18.25563221896085, 74.51301795448481
10031, 12.510323856611983, 6.277808048384679, 24.057979553958106, 66.38040243938367
10051, 13.290411557695666, 5.999008893874241, 25.97693550756574, 62.85074188335537
10053, 11.370251703720488, 6.2601770104867995, 19.953279266572636, 72.40391396332863
10056, 14.221356804382864, 6.179411510548757, 31.770664359612127, 57.05454021123968
10064, 12.721302497663846, 6.964235432563305, 28.812768068158608, 62.73840438051332
10075, 15.158975953239736, 6.440783292642302, 39.14627683066867, 47.44390954862644
10079, 15.099361337363316, 7.312431414998064, 41.91646905096065, 49.41779993224604
10080, 15.782428022532162, 7.279014996605891, 46.38437950054374, 44.68850114136239
10082, 16.467967407089617, 6.71238214966049, 48.65487648760134, 40.550945901095254
10083, 15.641624284806642, 7.120669260882105, 44.867453343875404, 45.87889546939567
10084, 15.102852204445151, 7.150033780655181, 40.915524770365906, 50.25297394970637
10085, 15.870752890779261, 7.192065704038992, 46.18868243958183, 44.71579125576671
10086, 14.39492579221391, 7.214616097953617, 37.269212179797, 53.00724987916868
10087, 15.074216038562009, 7.2750584221551575, 41.53616353678357, 49.89055586348135
10089, 13.995305077848936, 7.273749578701104, 35.47658001002431, 56.34131810143461
10090, 14.291733854604146, 6.619618065381468, 36.656619522374214, 51.18942731277533
10093, 14.096959020441256, 6.56687576452868, 33.38713521242715, 56.44755941677319
10094, 14.197022356248343, 6.760395482071183, 35.38335248727631, 54.91052372352652
10097, 14.353376773500074, 6.86249943307342, 37.79783275670736, 51.308832169201644
10117, 15.469503715186429, 6.679683454745499, 44.12155888479008, 44.46284724836257
10119, 14.091378230674495, 6.749732271324954, 35.08771929824561, 54.68757854521691
10120, 15.282836521066788, 8.031692053453087, 46.171363506974096, 47.71368682555702
10124, 13.868295712150688, 7.031889673369877, 34.569716970979655, 56.049790149585675
10126, 13.263890459763413, 6.663090177404123, 29.16166607836216, 61.74726438404519
10128, 17.430407319021565, 6.704195800617199, 56.04351758259297, 34.869926052029584
10136, 15.426023601059008, 7.273123759432578, 44.322619553718845, 46.881271812312775
10144, 12.112204983155161, 6.126903519177752, 21.819300095395892, 68.89215243259527
10145, 10.652884290382497, 5.892305094169029, 16.570181266014995, 75.28392015437663
10150, 14.963555335301418, 7.494266120056509, 41.2031971514938, 50.72788976874432
10161, 13.450544024535619, 7.029838240774166, 31.81995621106943, 59.46129431931975
10165, 13.05419762135786, 6.732324399689385, 29.06666666666667, 62.05761316872428
10167, 13.233429464799013, 6.813920074804276, 30.196006533551117, 60.84702823427448
10168, 13.194178705138826, 6.9002922113441265, 30.327255804676984, 60.48332142204198
10174, 16.578489076119784, 6.97233641111154, 49.41651925241748, 41.36245726152104
10176, 16.660550874501556, 6.853026600375918, 49.80387793139901, 40.68350627312432
10177, 16.62622960599751, 6.784404613371007, 49.119166822842764, 40.93397767128055
10180, 16.49131246814416, 6.865827826412631, 48.21666531115296, 42.113099893018685
10182, 16.737630147163486, 6.319950956568584, 50.882651016993094, 37.51561432039407
10198, 14.431878611672115, 7.3429269806975785, 38.64298001852587, 53.206298795818455
10199, 17.245969754160335, 6.977343060987765, 53.916059384576684, 37.65347524208548
10200, 12.826231499324484, 7.25787871678332, 30.68369606669031, 61.65240487866887
10201, 15.953213030194057, 7.271810272250504, 47.068600293302914, 44.6367932214437
10202, 13.548943818661028, 7.495486204636745, 34.049744517565664, 58.63570391872278
10203, 16.808300529921958, 6.612672140202543, 51.237985237109015, 38.872736445223296
10204, 14.767061726972928, 7.063728096341621, 39.04547387444852, 51.72221336309999
10205, 11.45042848005995, 6.66591103512537, 23.183566974749038, 69.37602264184318
10206, 10.124576186769362, 6.3630017733834485, 17.55071157548041, 76.31827842129275
10207, 11.388035782200946, 6.613830700857505, 22.653550174996965, 69.81771609640842
10208, 9.48479074775091, 5.5418713999241715, 11.944803794739112, 82.31896266434008
1021, 16.749957123286844, 6.3794573728109185, 48.7993378312047, 39.58960933965987
10215, 15.474074000653964, 7.146722163801465, 44.2782888494699, 46.580174085227505
10219, 14.163286714280542, 7.300243501141229, 37.31993506360068, 54.14586030454349
1022, 17.777069287185324, 6.2199356965256, 57.57750085828547, 31.83172037523313
1023, 18.977038680646423, 5.845095988274358, 65.21739130434783, 25.115023098708168
1024, 18.29360449999929, 5.931095802569198, 60.51193397278608, 28.938025131980073
10243, 16.613588711548143, 6.203877685396147, 49.00492783716203, 38.12712942518315
10244, 15.572832105761197, 6.6218145040473155, 44.11554283670184, 43.49847969951708
10245, 16.658860590178094, 6.212921310001919, 49.217659376454165, 37.885353652861795
10247, 15.610248759480713, 6.619883543173457, 44.6568502113195, 43.10767518462256
10249, 16.122368833234344, 6.232278883528887, 45.99346559331739, 40.449324665701106
1025, 17.528922927519265, 6.332118499549138, 56.045807923281046, 33.85131046040687
10251, 12.180772063399651, 7.591132873709679, 29.186308475795613, 65.14738456295791
10252, 11.99413242055025, 7.614407747335748, 27.496616032486088, 67.02887652278538
10255, 11.92646882957677, 7.226427929729867, 25.800634403928495, 67.96722554631796
10257, 15.235260633688597, 7.295882408807086, 40.7400087524881, 51.24722955517596
10259, 12.650439157968924, 7.627403608226139, 30.45617779584646, 63.851339905816985
1026, 18.547564448951032, 5.713994909647524, 61.960290827740494, 26.813012677106634
10260, 13.670129120903448, 7.210223540640105, 33.68119100109805, 58.13195325201522
10262, 14.719253090699278, 7.445884069554886, 39.07613302089047, 53.153512489405195
10263, 16.73996487624593, 7.074057363754816, 49.403421014312755, 41.79050784160892
10265, 15.088536347503808, 7.165902864897557, 40.80861890752962, 50.54199464631205
10267, 16.271095883067794, 7.474804181312726, 49.017530459635594, 43.1165535338105
10268, 16.935800449353714, 6.97955981428327, 51.36010605700564, 39.74886501494554
10269, 18.60310574527776, 6.788542743805681, 61.874750588267666, 30.428919376367464
1027, 14.664379977057582, 6.664815648356988, 35.65897933839525, 52.61249697868829
10276, 13.20824913382716, 6.971581915044081, 30.488901407230063, 61.730708814958454
10277, 13.549182784678157, 7.042056941039966, 32.58430967558135, 59.43164417221609
10279, 13.931016694561428, 7.0082054244794145, 36.16755236011254, 54.9744711889132
10281, 13.023870430753515, 6.873988796947995, 31.294791666666665, 60.00729166666666
10282, 14.266166344235975, 6.788778379987001, 37.71402771506963, 51.45000520959956
10285, 13.981321480443375, 7.039990842138423, 35.42172917767212, 56.583905617186126
10288, 14.545134552454835, 6.8202833446220374, 36.33972141476055, 53.63489286700778
10291, 12.231637444634245, 6.734715156196156, 25.189558372402615, 66.20941135613822
10292, 11.18777777614619, 6.443185289049549, 20.084955670270148, 72.55954998958309
10303, 17.628698471903885, 6.580227085204372, 55.61863935338198, 34.53483425504761
10306, 14.263798567483846, 7.365817232435953, 37.099583714682176, 55.574089929438166
1031, 12.155618785469361, 6.847548042356713, 25.782240177439796, 66.4389258555133
10311, 16.354878270706553, 6.581803603777506, 48.20663874890577, 40.97877776989141
10312, 16.43644900634852, 6.453099691151766, 47.65708579987162, 41.23219932006752
10315, 16.719836564814344, 6.3961650198971745, 49.80640666657735, 39.01207111373106
10316, 15.964696155508555, 6.603160243212733, 44.95834604920555, 43.60840741005279
10318, 17.500310268848594, 6.316347633227976, 56.747813257456, 32.0581726209295
10323, 14.298632362051395, 7.365212884524271, 38.08606912486762, 53.31825037707391
10324, 16.413795249468333, 7.0208736721066325, 49.365562745844436, 41.40020301992133
10330, 14.984144173450664, 7.181532853977862, 40.833447316828526, 49.58889952734844
10334, 15.03954581064033, 7.193012684509446, 41.3219218174052, 48.96457894986632
10337, 13.96047760633534, 6.8380995645210305, 33.96191077026201, 56.968239260296116
10340, 13.438658959316694, 7.498036333803868, 32.840867958316664, 60.37701701244023
10349, 13.65237605144794, 7.364030340627757, 34.25901458188195, 58.27587863646191
10350, 16.623346975402125, 7.268983109724943, 50.75447931929771, 40.592786817819594
10354, 12.326657097665098, 6.729179747390724, 26.042322769875813, 65.00333731303996
10356, 12.463250510166281, 6.904861253371107, 26.992014038103424, 64.91011316430311
10357, 11.872827214529693, 6.855830100079053, 23.801507653887064, 69.14489201313417
10363, 15.907584349530227, 6.928686006465944, 45.727725416544615, 44.57501249203094
10366, 15.787791945770834, 6.835265478190338, 43.86795611291264, 45.456806420447485
10370, 15.607242688712171, 7.6759003720569865, 46.578870282673435, 46.14070204559879
10371, 12.759574537757608, 6.916261852896024, 27.57308160779537, 63.767509135200974
10372, 15.67557856028398, 7.171835977867952, 44.885327964741414, 46.923035068150284
10376, 14.45143766954704, 6.557828967675674, 35.34857797525971, 52.71012989425772
10382, 16.925909853895394, 6.334958914791941, 51.15685456865941, 36.818428800687414
10386, 15.168232921615509, 6.704333961763344, 39.44251165542206, 49.4232150654253
10388, 16.385217433298383, 6.661646524681799, 48.51987496500886, 40.770504805449285
10394, 14.596817453419153, 7.004435741814567, 37.91873064003869, 52.37286141861954
10396, 15.398086584830168, 6.995401140092751, 42.49991157641566, 47.58721512868579
10401, 17.07763446150787, 6.757352075833467, 50.744279360803624, 39.62568570506615
10405, 17.72932612668361, 7.1025993924793935, 57.49813087789713, 34.87093220005509
10417, 16.04491011257379, 6.7084846253975146, 45.715666272951786, 43.339060095207415
10422, 15.157119774728418, 7.147829935234816, 42.486586712955656, 48.31544895060754
10430, 14.116961359180856, 6.913319193008142, 35.37804532439485, 55.47889650050328
10437, 13.821371298550405, 7.790968211772818, 37.7450226766085, 55.78637866092705
10447, 17.1537580254657, 6.410045490533914, 52.68286236063052, 35.78791810841984
10455, 15.19070377705923, 7.050979864741415, 41.82743228930247, 48.77628990770162
10456, 14.45531174163382, 6.6281475608252505, 36.5048782487497, 52.23688885245006
10464, 15.161570466073112, 6.471690258609026, 39.033368722899695, 48.786997807169854
10477, 12.00015724740264, 7.144127204977443, 26.375943738747253, 66.94253513841501
10478, 12.378556943480458, 7.214618537283483, 28.433727612734515, 65.02772118668977
10483, 11.75273195710043, 6.864876992278395, 23.72225033552617, 69.94235550372929
10490, 14.55268851732675, 7.088063619350588, 38.23706176961603, 53.0550918196995
10491, 17.114665186576175, 6.922301560889408, 52.15041729287244, 39.04006651104787
10493, 16.344641458970774, 7.001437666378631, 47.977569101104955, 43.01357135746757
10495, 15.863037183826947, 6.943644062837864, 44.22564627155127, 46.37597766553716
10498, 15.250971343007501, 6.903929196468521, 40.65127751547843, 49.71659212935857
10504, 16.53910237221027, 7.0429829708631795, 49.50736983691083, 41.65218853331839
10507, 15.407026187857682, 6.952800813534827, 41.40387059641718, 49.074318328976716
10515, 11.178361383211454, 6.411646086420706, 20.767875495521952, 71.10067048402094
10522, 13.640333121129716, 6.789450589373543, 33.12495985956198, 56.140951810066156
10524, 14.491197241299098, 6.38867681085908, 35.673126173809116, 52.32414205224518
10532, 13.535470040844144, 6.609699330357853, 30.08466284879398, 60.318040100708345
10535, 14.968741251187264, 6.7522112787344835, 39.866185995356226, 50.00611022852255
10538, 16.156173751021605, 6.57144517785758, 46.603886621485, 42.756580671734
10541, 13.533063819907468, 6.618651203241076, 30.078115809039787, 60.18799557657467
10580, 15.132877077164165, 7.210599978392474, 42.147413512129255, 49.34115565488662
10584, 13.23873261608626, 6.559767254467204, 28.496735392976262, 61.20590848797826
10587, 14.96144270914902, 6.711937306730261, 40.310105834117124, 48.041749230670895
10588, 9.08020061409197, 5.949324556161974, 13.72955945708065, 81.29059155973502
10589, 13.411531591157559, 6.448592458810766, 28.65127110421114, 61.44187851736852
10593, 13.412836649654796, 6.587149191572076, 29.58732212160414, 60.02716688227684
10594, 11.583363070908643, 6.461893129918236, 21.657864761313036, 70.35828932380656
10604, 14.238727425795258, 7.057338580742298, 36.338672330979584, 53.20339858774901
10605, 14.456898581251254, 6.625101969636197, 36.37840198727923, 52.642426227718175
10608, 15.184727240953963, 6.703408995417041, 40.47553381428634, 48.4765789435485
10609, 14.410155361022852, 6.656773031585004, 36.34303140196159, 52.787164482540724
10611, 12.367577853148717, 6.775123814157421, 26.136363636363637, 66.42071557844912
10612, 15.473852995530097, 6.4415292627588965, 40.87994862249508, 46.88741577681264
10614, 15.508697803357947, 6.959106947774848, 44.0438301354915, 46.22988087660271
10618, 15.150188567053295, 6.853294389260356, 39.477284995167025, 49.64035098730872
10628, 12.164280117137382, 6.666887936934584, 24.763538093753247, 65.71388975504972
10633, 17.07998587750872, 7.045182132268801, 53.498008433154844, 37.552342461955966
10634, 18.37156787838916, 6.231402329150477, 61.309816971713815, 28.653577371048257
10637, 16.50934876079629, 7.140155153959944, 50.629025304714744, 40.657373901001996
